,kepid,kepoi_name,kepler_name,koi_kepmag,system,# TTV,# non TTV,size_sys,circumbinary_flag,# stars,eccentricity
97,9466668,K00939.03,Kepler-256 b,15.065,Kepler-256,0,4,4,0,1,"[None, None, None, None]"
98,9466668,K00939.04,Kepler-256 e,15.065,Kepler-256,0,4,4,0,1,"[None, None, None, None]"
99,9406990,K00937.01,Kepler-733 b,15.412,Kepler-733,0,1,1,0,1,[None]
100,7626506,K00150.02,Kepler-112 c,13.771,Kepler-112,2,12,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0]"
101,3240158,K01106.01,Kepler-769 b,14.818,Kepler-769,0,2,2,0,1,"[None, None]"
102,3632418,K00975.01,Kepler-21 b,8.224,Kepler-21,2,24,26,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None, None, None, None, None, None, None, None, None]"
103,5809890,K01050.01,Kepler-755 b,13.999,Kepler-755,0,2,2,0,2,"[None, None]"
104,5809890,K01050.02,Kepler-755 c,13.999,Kepler-755,0,2,2,0,2,"[None, None]"
105,6131236,K01051.01,Kepler-1734 b,15.391,Kepler-1734,0,1,1,0,1,[None]
106,5956342,K01052.01,Kepler-265 c,15.381,Kepler-265,0,4,4,0,1,"[None, None, None, None]"
107,2854914,K01113.01,Kepler-268 b,13.703,Kepler-268,0,2,2,0,1,"[None, None]"
108,2854698,K00986.01,Kepler-260 b,14.138,Kepler-260,0,2,2,0,1,"[None, None]"
109,8559644,K00139.02,Kepler-111 b,13.492,Kepler-111,2,10,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]"
110,2849805,K01116.01,Kepler-773 b,13.333,Kepler-773,0,1,1,0,1,[None]
111,3554031,K01194.01,Kepler-415 c,15.842,Kepler-415,2,0,2,0,1,"[None, None]"
112,7295235,K00987.01,Kepler-743 b,12.55,Kepler-743,0,1,1,0,2,[None]
113,2302548,K00988.01,Kepler-261 b,13.562,Kepler-261,0,2,2,0,1,"[None, None]"
114,2302548,K00988.02,Kepler-261 c,13.562,Kepler-261,0,2,2,0,1,"[None, None]"
115,6060203,K01059.01,Kepler-757 b,14.803,Kepler-757,0,1,1,0,1,[None]
116,5880320,K01060.01,Kepler-758 b,14.348,Kepler-758,0,4,4,0,1,"[None, None, None, None]"
117,5880320,K01060.03,Kepler-758 d,14.348,Kepler-758,0,4,4,0,1,"[None, None, None, None]"
118,3859079,K01199.01,Kepler-786 b,14.887,Kepler-786,0,1,1,0,1,[None]
119,4061149,K01201.01,Kepler-1741 b,15.597,Kepler-1741,0,1,1,0,1,[None]
120,1718189,K00993.01,Kepler-262 c,14.246,Kepler-262,0,2,2,0,1,"[None, None]"
121,6037187,K01061.01,Kepler-759 b,14.502,Kepler-759,0,1,1,0,1,[None]
122,5735762,K00148.01,Kepler-48 b,13.04,Kepler-48,2,13,15,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
123,6359320,K01127.01,Kepler-269 b,15.808,Kepler-269,0,2,2,0,1,"[None, None]"
124,1718189,K00993.02,Kepler-262 b,14.246,Kepler-262,0,2,2,0,1,"[None, None]"
125,8222813,K01069.01,Kepler-760 b,15.07,Kepler-760,0,2,2,0,1,"[None, None]"
126,6359320,K01127.02,Kepler-269 c,15.808,Kepler-269,0,2,2,0,1,"[None, None]"
127,6362874,K01128.01,Kepler-775 b,13.507,Kepler-775,0,1,1,0,1,[None]
128,6272413,K01129.01,Kepler-776 b,15.456,Kepler-776,0,1,1,0,1,[None]
129,2165002,K00999.01,Kepler-263 b,15.391,Kepler-263,0,2,2,0,1,"[None, None]"
130,2165002,K00999.02,Kepler-263 c,15.391,Kepler-263,0,2,2,0,1,"[None, None]"
131,8222813,K01069.02,Kepler-760 c,15.07,Kepler-760,0,2,2,0,1,"[None, None]"
132,8240904,K01070.01,Kepler-266 b,15.59,Kepler-266,0,2,2,0,1,"[None, None]"
133,5735762,K00148.02,Kepler-48 c,13.04,Kepler-48,2,13,15,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
134,3438507,K01204.01,Kepler-788 b,15.291,Kepler-788,0,1,1,0,1,[None]
135,8346392,K01141.01,Kepler-777 b,15.95,Kepler-777,0,1,1,0,1,[None]
136,8288947,K01142.01,Kepler-778 b,15.764,Kepler-778,0,1,1,0,1,[None]
137,9480189,K00941.02,Kepler-257 b,15.471,Kepler-257,0,3,3,0,1,"[None, None, None]"
138,9512687,K00942.01,Kepler-735 b,15.386,Kepler-735,0,1,1,0,1,[None]
139,1725016,K01007.01,Kepler-748 b,15.242,Kepler-748,0,1,1,0,1,[None]
140,10166274,K01078.01,Kepler-267 b,15.438,Kepler-267,1,2,3,0,1,"[None, None, None]"
141,8351704,K01146.01,Kepler-779 b,15.649,Kepler-779,0,1,1,0,2,[None]
142,9513865,K00943.01,Kepler-736 b,15.733,Kepler-736,0,1,1,0,1,[None]
143,9605514,K00945.01,Kepler-1666 b,15.083,Kepler-1666,0,2,2,0,1,"[None, None]"
144,10141900,K01082.01,Kepler-763 d,15.692,Kepler-763,0,3,3,0,1,"[None, 0.0, 0.0]"
145,8410727,K01148.01,Kepler-270 b,13.908,Kepler-270,0,2,2,0,1,"[None, None]"
146,8278371,K01150.01,Kepler-780 b,13.326,Kepler-780,0,1,1,0,1,[None]
147,8280511,K01151.01,Kepler-271 b,13.404,Kepler-271,0,3,3,0,1,"[None, None, None]"
148,9710326,K00947.01,Kepler-737 b,15.19,Kepler-737,0,1,1,0,1,[None]
149,9761882,K00948.01,Kepler-738 b,15.598,Kepler-738,0,1,1,0,1,[None]
150,10157458,K01083.01,Kepler-764 b,15.302,Kepler-764,0,1,1,0,1,[None]
151,10122255,K01086.01,Kepler-765 b,14.609,Kepler-765,1,0,1,0,1,[None]
152,9787239,K00952.01,Kepler-32 b,15.801,Kepler-32,5,24,29,0,1,"[None, None, None, None, 0.095, None, None, None, None, None, None, None, None, None, None, 0.095, None, None, None, None, None, None, None, None, None, None, None, None, None]"
153,9787239,K00952.02,Kepler-32 c,15.801,Kepler-32,5,24,29,0,1,"[None, None, 0.095, None, None, None, None, None, 0.095, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
154,9787239,K00952.03,Kepler-32 d,15.801,Kepler-32,5,24,29,0,1,"[None, None, 0.095, None, None, None, None, None, 0.095, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
155,2716853,K01022.01,Kepler-752 b,15.762,Kepler-752,0,1,1,0,1,[None]
156,2715135,K01024.01,Kepler-753 b,14.496,Kepler-753,0,1,1,0,1,[None]
157,8644288,K00137.03,Kepler-18 b,13.549,Kepler-18,3,130,133,0,1,"[0.0, 0.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None, None, None, None, 0.04, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.098, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
158,10330115,K01160.01,Kepler-781 b,15.987,Kepler-781,0,1,1,0,1,[None]
159,10426656,K01161.01,Kepler-272 c,14.678,Kepler-272,0,3,3,0,1,"[None, None, None]"
160,7626506,K00150.01,Kepler-112 b,13.771,Kepler-112,2,12,14,0,1,"[None, None, None, None, 0.0, None, None, None, None, None, None, None, None, None]"
161,10468940,K01163.01,Kepler-273 b,14.968,Kepler-273,0,2,2,0,1,"[None, None]"
162,9825625,K00955.01,Kepler-741 b,15.067,Kepler-741,0,1,1,0,1,[None]
163,1026957,K00958.01,Kepler-1731 b,12.559,Kepler-1731,0,1,1,0,1,[None]
164,3245969,K01101.01,Kepler-768 b,15.681,Kepler-768,0,1,1,0,1,[None]
165,10468940,K01163.02,Kepler-273 c,14.968,Kepler-273,0,2,2,0,1,"[None, None]"
166,10337517,K01165.01,Kepler-783 c,13.916,Kepler-783,0,2,2,0,1,"[None, None]"
167,10337517,K01165.02,Kepler-783 b,13.916,Kepler-783,0,2,2,0,1,"[None, None]"
168,8561063,K00961.01,Kepler-42 b,15.92,Kepler-42,0,12,12,0,1,"[0.33, None, 0.019, None, 0.18, 0.57, 0.22, None, 0.041, None, None, None]"
169,8561063,K00961.03,Kepler-42 d,15.92,Kepler-42,0,12,12,0,1,"[0.33, None, None, None, 0.22, 0.019, 0.18, 0.57, None, None, None, 0.041]"
170,7102227,K01360.01,Kepler-290 c,15.596,Kepler-290,0,3,3,0,1,"[None, None, 0.0]"
171,7102227,K01360.02,Kepler-290 b,15.596,Kepler-290,0,3,3,0,1,"[0.0, None, None]"
172,11401182,K01428.01,Kepler-845 b,14.631,Kepler-845,0,1,1,0,1,[None]
173,6690082,K01240.01,Kepler-280 b,14.466,Kepler-280,0,2,2,0,1,"[None, None]"
174,6690082,K01240.02,Kepler-280 c,14.466,Kepler-280,0,2,2,0,1,"[None, None]"
175,10730034,K01305.01,Kepler-285 b,15.173,Kepler-285,0,2,2,0,1,"[None, None]"
176,10858691,K01306.01,Kepler-286 b,15.587,Kepler-286,0,4,4,0,1,"[None, None, None, None]"
177,6936909,K01363.01,Kepler-291 b,15.934,Kepler-291,0,2,2,0,1,"[None, None]"
178,6962977,K01364.01,Kepler-292 f,15.956,Kepler-292,0,5,5,0,1,"[None, None, None, None, None]"
179,6962977,K01364.02,Kepler-292 d,15.956,Kepler-292,0,5,5,0,1,"[None, None, None, None, None]"
180,11176127,K01430.01,Kepler-298 b,15.415,Kepler-298,0,3,3,0,1,"[None, None, None]"
181,11176127,K01430.02,Kepler-298 c,15.415,Kepler-298,0,3,3,0,1,"[None, None, None]"
182,11014932,K01432.01,Kepler-299 c,15.017,Kepler-299,1,3,4,0,1,"[None, None, None, None]"
183,6693640,K01245.01,Kepler-798 b,14.2,Kepler-798,0,1,1,0,1,[None]
184,10973814,K01307.02,Kepler-287 b,14.775,Kepler-287,0,2,2,0,1,"[None, None]"
185,6962977,K01364.03,Kepler-292 e,15.956,Kepler-292,0,5,5,0,1,"[None, None, None, None, None]"
186,6962977,K01364.05,Kepler-292 b,15.956,Kepler-292,0,5,5,0,1,"[None, None, None, None, None]"
187,11288505,K01433.01,Kepler-846 b,15.65,Kepler-846,0,1,1,0,1,[None]
188,10963242,K01312.01,Kepler-814 b,14.706,Kepler-814,0,1,1,0,1,[None]
189,6851425,K00163.01,Kepler-477 b,13.536,Kepler-477,0,1,1,0,2,[None]
190,6934291,K01367.01,Kepler-828 b,15.055,Kepler-828,0,1,1,0,1,[None]
191,11037335,K01435.01,Kepler-300 c,14.201,Kepler-300,1,1,2,0,1,"[None, None]"
192,11037335,K01435.02,Kepler-300 b,14.201,Kepler-300,1,1,2,0,1,"[None, None]"
193,11389771,K01436.01,Kepler-301 b,14.271,Kepler-301,0,3,3,0,1,"[None, None, None]"
194,11389771,K01436.02,Kepler-301 d,14.271,Kepler-301,0,3,3,0,1,"[None, None, None]"
195,6541920,K00157.06,Kepler-11 b,13.709,Kepler-11,18,118,136,0,1,"[None, 0.0323, 0.0493, None, 0.026, None, None, None, None, None, 0.004, None, 0.012, None, None, None, None, None, None, None, 0.013, 0.15, None, 0.045, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0, 0.0, 0.0]"
196,7287415,K01369.01,Kepler-1745 b,14.878,Kepler-1745,0,1,1,0,1,[None]
197,11599038,K01437.01,Kepler-1751 b,15.28,Kepler-1751,0,1,1,0,1,[None]
198,11193263,K01438.01,Kepler-848 b,14.056,Kepler-848,0,1,1,0,1,[None]
199,8630788,K01258.02,Kepler-281 b,15.773,Kepler-281,0,3,3,0,1,"[None, None, None]"
200,7211221,K01379.01,Kepler-831 b,13.687,Kepler-831,0,1,1,0,1,[None]
201,11600889,K01442.01,Kepler-407 b,12.521,Kepler-407,0,2,2,0,1,"[None, None]"
202,8547140,K01266.01,Kepler-801 b,15.314,Kepler-801,0,1,1,0,1,[None]
203,9527915,K00165.01,Kepler-478 b,13.938,Kepler-478,0,1,1,0,1,[None]
204,8564587,K01270.01,Kepler-57 b,14.809,Kepler-57,2,10,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]"
205,10925104,K00156.03,Kepler-114 d,13.738,Kepler-114,2,12,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
206,8564587,K01270.02,Kepler-57 c,14.809,Kepler-57,2,10,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]"
207,8972058,K00159.01,Kepler-115 c,13.431,Kepler-115,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]"
208,8804283,K01276.01,Kepler-1991 c,14.766,Kepler-1991,0,2,2,0,1,"[0.0, 0.0]"
209,8804283,K01276.02,Kepler-1991 b,14.766,Kepler-1991,0,2,2,0,1,"[0.0, 0.0]"
210,4077526,K01336.01,Kepler-58 b,14.82,Kepler-58,2,13,15,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0]"
211,4077526,K01336.02,Kepler-58 c,14.82,Kepler-58,2,13,15,0,1,"[None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None]"
212,4077526,K01336.03,Kepler-58 d,14.82,Kepler-58,2,13,15,0,1,"[None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None]"
213,4077526,K01336.04,Kepler-58 e,14.82,Kepler-58,2,13,15,0,1,"[None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None]"
214,2441495,K00166.01,Kepler-479 b,13.575,Kepler-479,0,1,1,0,1,[None]
215,9455556,K01396.01,Kepler-294 c,15.843,Kepler-294,0,2,2,0,1,"[None, None]"
216,3732821,K01207.01,Kepler-790 b,15.187,Kepler-790,0,1,1,0,1,[None]
217,8609450,K01278.01,Kepler-282 d,15.204,Kepler-282,2,2,4,0,1,"[None, None, None, None]"
218,6541920,K00157.01,Kepler-11 c,13.709,Kepler-11,18,118,136,0,1,"[None, 0.0323, 0.0493, None, 0.026, None, None, None, None, None, 0.004, None, 0.012, None, None, None, None, None, None, None, 0.013, 0.15, None, 0.045, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0, 0.0, 0.0]"
219,8609450,K01278.02,Kepler-282 e,15.204,Kepler-282,2,2,4,0,1,"[None, None, None, None]"
220,4243911,K01337.01,Kepler-821 b,14.829,Kepler-821,0,1,1,0,1,[None]
221,4466677,K01338.01,Kepler-822 b,14.609,Kepler-822,0,1,1,0,1,[None]
222,4135665,K01339.01,Kepler-823 b,14.801,Kepler-823,0,1,1,0,1,[None]
223,9034103,K01402.01,Kepler-832 b,15.906,Kepler-832,0,1,1,0,1,[None]
224,9214942,K01403.01,Kepler-833 b,15.473,Kepler-833,0,1,1,0,1,[None]
225,3660924,K01214.01,Kepler-793 b,14.621,Kepler-793,0,1,1,0,1,[None]
226,8628758,K01279.01,Kepler-804 b,13.749,Kepler-804,0,2,2,0,1,"[None, None]"
227,8972058,K00159.02,Kepler-115 b,13.431,Kepler-115,0,13,13,0,2,"[None, None, None, None, None, None, None, None, None, None, None, None, None]"
228,4650674,K01341.01,Kepler-824 b,14.946,Kepler-824,0,1,1,0,1,[None]
229,4275721,K01342.02,Kepler-825 c,14.207,Kepler-825,0,2,2,0,1,"[None, None]"
230,11666881,K00167.01,Kepler-480 b,13.273,Kepler-480,0,1,1,0,1,[None]
231,9271752,K01406.01,Kepler-836 b,14.63,Kepler-836,0,1,1,0,1,[None]
232,9150827,K01408.01,Kepler-1749 b,14.688,Kepler-1749,0,1,1,0,1,[None]
233,3839488,K01216.01,Kepler-794 b,13.459,Kepler-794,0,1,1,0,1,[None]
234,12252424,K00153.01,Kepler-113 c,13.461,Kepler-113,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
235,9391208,K01409.01,Kepler-837 b,15.198,Kepler-837,0,1,1,0,1,[None]
236,9391506,K01410.01,Kepler-838 b,15.3,Kepler-838,0,1,1,0,1,[None]
237,7303287,K01353.02,Kepler-289 b,13.956,Kepler-289,3,0,3,0,1,"[None, None, None]"
238,12252424,K00153.02,Kepler-113 b,13.461,Kepler-113,0,14,14,0,2,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
239,7376983,K01358.01,Kepler-1987 d,15.505,Kepler-1987,0,4,4,0,1,"[0.0, 0.0, 0.0, 0.0]"
240,5084942,K00161.01,Kepler-475 b,13.341,Kepler-475,0,1,1,0,1,[None]
241,11497958,K01422.01,Kepler-296 c,15.921,Kepler-296,0,5,5,0,2,"[0.33, 0.33, 0.33, 0.33, 0.33]"
242,11497958,K01422.02,Kepler-296 d,15.921,Kepler-296,0,5,5,0,2,"[0.33, 0.33, 0.33, 0.33, 0.33]"
243,11512246,K00168.02,Kepler-23 d,13.438,Kepler-23,9,19,28,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
244,10604335,K01298.01,Kepler-283 b,15.847,Kepler-283,1,1,2,0,1,"[None, None]"
245,10975146,K01300.01,Kepler-808 b,14.285,Kepler-808,0,1,1,0,1,[None]
246,10538176,K01301.01,Kepler-284 b,15.824,Kepler-284,0,2,2,0,1,"[None, None]"
247,7376983,K01358.03,Kepler-1987 c,15.505,Kepler-1987,0,4,4,0,1,"[0.0, 0.0, 0.0, 0.0]"
248,11611600,K01424.01,Kepler-842 b,15.127,Kepler-842,0,1,1,0,1,[None]
249,11254382,K01425.01,Kepler-843 b,15.269,Kepler-843,0,1,1,0,1,[None]
250,11122894,K01426.01,Kepler-297 b,14.232,Kepler-297,2,1,3,0,1,"[None, None, 0.0]"
251,6383821,K01238.01,Kepler-797 b,14.556,Kepler-797,1,0,1,0,1,[None]
252,10538176,K01301.02,Kepler-284 c,15.824,Kepler-284,0,2,2,0,1,"[None, None]"
253,5177104,K01603.01,Kepler-904 b,14.429,Kepler-904,0,1,1,0,1,[None]
254,8230616,K01713.02,Kepler-316 b,15.224,Kepler-316,0,2,2,0,1,"[None, None]"
255,9838949,K01716.01,Kepler-935 b,14.925,Kepler-935,0,1,1,0,1,[None]
256,9589323,K01488.01,Kepler-861 b,15.623,Kepler-861,0,1,1,0,1,[None]
257,9823487,K01489.01,Kepler-1753 b,15.554,Kepler-1753,0,1,1,0,1,[None]
258,9726659,K01491.01,Kepler-862 b,15.297,Kepler-862,0,1,1,0,1,[None]
259,5371776,K01557.01,Kepler-304 b,14.84,Kepler-304,0,4,4,0,1,"[None, None, None, None]"
260,5371776,K01557.02,Kepler-304 d,14.84,Kepler-304,0,4,4,0,1,"[None, None, None, None]"
261,5371776,K01557.03,Kepler-304 c,14.84,Kepler-304,0,4,4,0,1,"[None, None, None, None]"
262,9573539,K00180.01,Kepler-484 b,13.024,Kepler-484,0,1,1,0,1,[None]
263,5371776,K01557.04,Kepler-304 e,14.84,Kepler-304,0,4,4,0,1,"[None, None, None, None]"
264,9886661,K01606.01,Kepler-905 b,13.984,Kepler-905,0,1,1,0,1,[None]
265,10055126,K01608.01,Kepler-311 b,13.797,Kepler-311,0,3,3,0,1,"[None, None, 0.0]"
266,10963065,K01612.01,Kepler-408 b,8.769,Kepler-408,0,1,1,0,1,[None]
267,6268648,K01613.01,Kepler-907 b,11.049,Kepler-907,0,1,1,0,1,[None]
268,4278221,K01615.01,Kepler-908 b,11.524,Kepler-908,0,1,1,0,3,[None]
269,10905746,K01725.01,Kepler-1651 b,13.496,Kepler-1651,0,1,1,0,2,[0.13]
270,7841925,K01499.01,Kepler-865 b,14.48,Kepler-865,0,2,2,0,1,"[None, 0.0]"
271,5219234,K01563.03,Kepler-305 e,15.812,Kepler-305,2,2,4,0,1,"[None, None, None, None]"
272,5219234,K01563.04,Kepler-305 d,15.812,Kepler-305,2,2,4,0,1,"[None, None, None, None]"
273,5561278,K01621.01,Kepler-911 b,11.855,Kepler-911,0,1,1,0,1,[None]
274,6387542,K01626.01,Kepler-912 b,15.341,Kepler-912,0,1,1,0,1,[None]
275,6869184,K01732.01,Kepler-944 b,15.737,Kepler-944,0,1,1,0,1,[None]
276,6604328,K01736.01,Kepler-945 b,15.898,Kepler-945,0,1,1,0,1,[None]
277,7439316,K01501.01,Kepler-866 b,15.835,Kepler-866,0,1,1,0,1,[None]
278,5438099,K01567.01,Kepler-306 c,15.565,Kepler-306,0,4,4,0,1,"[None, None, None, None]"
279,5438099,K01567.02,Kepler-306 b,15.565,Kepler-306,0,4,4,0,1,"[None, None, None, None]"
280,6975129,K01628.01,Kepler-312 c,12.949,Kepler-312,1,1,2,0,1,"[None, None]"
281,6786348,K01749.01,Kepler-947 b,15.789,Kepler-947,0,1,1,0,1,[None]
282,9813499,K01505.01,Kepler-868 b,15.695,Kepler-868,0,1,1,0,1,[None]
283,12254792,K01506.01,Kepler-869 b,14.982,Kepler-869,0,1,1,0,1,[None]
284,12020218,K01507.01,Kepler-870 b,15.259,Kepler-870,0,1,1,0,1,[None]
285,5438099,K01567.03,Kepler-306 d,15.565,Kepler-306,0,4,4,0,1,"[None, None, None, None]"
286,8009350,K01569.01,Kepler-892 b,15.587,Kepler-892,0,1,1,0,1,[None]
287,9277896,K01632.01,Kepler-915 b,13.298,Kepler-915,0,1,1,0,1,[None]
288,10686864,K01637.01,Kepler-917 b,15.759,Kepler-917,0,1,1,0,1,[None]
289,7901948,K01511.01,Kepler-872 b,15.106,Kepler-872,0,1,1,0,1,[None]
290,10004519,K01572.01,Kepler-894 b,15.439,Kepler-894,0,1,1,0,1,[None]
291,11046025,K01646.01,Kepler-1759 b,14.293,Kepler-1759,0,1,1,0,1,[None]
292,9729691,K01751.01,Kepler-949 b,14.548,Kepler-949,0,2,2,0,1,"[None, 0.0]"
293,7549209,K01518.01,Kepler-875 b,15.219,Kepler-875,0,1,1,0,1,[None]
294,7663405,K01519.01,Kepler-876 b,15.369,Kepler-876,0,1,1,0,1,[None]
295,9765975,K01520.01,Kepler-877 b,14.516,Kepler-877,0,1,1,0,1,[None]
296,9818462,K01521.01,Kepler-878 b,14.817,Kepler-878,0,1,1,0,1,[None]
297,6803202,K00177.01,Kepler-1711 b,13.182,Kepler-1711,0,1,1,0,1,[None]
298,5299459,K01576.02,Kepler-307 c,14.072,Kepler-307,2,0,2,0,1,"[None, None]"
299,12506770,K01577.01,Kepler-895 b,15.988,Kepler-895,0,1,1,0,1,[None]
300,11547505,K01655.01,Kepler-922 b,13.757,Kepler-922,0,1,1,0,1,[None]
301,11551692,K01781.02,Kepler-411 b,12.231,Kepler-411,3,1,4,0,2,"[0.108, 0.146, 0.128, 0.016]"
302,9824805,K01526.01,Kepler-881 b,15.216,Kepler-881,0,1,1,0,1,[None]
303,12602568,K01583.01,Kepler-897 b,15.068,Kepler-897,0,1,1,0,1,[None]
304,4650733,K01659.01,Kepler-1762 b,15.111,Kepler-1762,0,1,1,0,1,[None]
305,7831264,K00171.02,Kepler-116 c,13.717,Kepler-116,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0]"
306,7691260,K01528.01,Kepler-882 b,14.083,Kepler-882,0,1,1,0,1,[None]
307,9821454,K01529.01,Kepler-59 c,14.307,Kepler-59,3,11,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
308,9821454,K01529.02,Kepler-59 b,14.307,Kepler-59,3,11,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
309,11954842,K01530.01,Kepler-883 b,13.029,Kepler-883,0,1,1,0,1,[None]
310,5470739,K01585.01,Kepler-899 b,15.401,Kepler-899,0,1,1,0,1,[None]
311,10022908,K01586.01,Kepler-900 b,14.94,Kepler-900,0,1,1,0,1,[None]
312,5617854,K01588.01,Kepler-901 b,14.699,Kepler-901,0,1,1,0,1,[None]
313,11764462,K01531.01,Kepler-884 b,13.069,Kepler-884,0,1,1,0,1,[None]
314,7808587,K01533.01,Kepler-886 b,13.939,Kepler-886,0,1,1,0,1,[None]
315,4741126,K01534.01,Kepler-887 b,13.47,Kepler-887,0,2,2,0,1,"[None, None]"
316,5301750,K01589.03,Kepler-84 e,14.764,Kepler-84,2,12,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
317,8692861,K00172.01,Kepler-69 b,13.749,Kepler-69,0,11,11,0,1,"[0.16, None, None, None, None, None, None, None, None, None, 0.14]"
318,12159249,K01536.01,Kepler-889 b,12.71,Kepler-889,0,1,1,0,1,[None]
319,10028140,K01591.01,Kepler-1757 b,15.372,Kepler-1757,0,1,1,0,1,[None]
320,6198999,K01687.01,Kepler-928 b,15.32,Kepler-928,0,1,1,0,1,[None]
321,6310636,K01688.01,Kepler-929 b,14.542,Kepler-929,0,1,1,0,1,[None]
322,6616218,K01692.01,Kepler-314 c,12.557,Kepler-314,0,2,2,0,1,"[None, None]"
323,4770365,K01475.01,Kepler-1669 c,15.937,Kepler-1669,0,3,3,0,1,"[None, None, 0.0]"
324,5289854,K01593.02,Kepler-308 c,15.809,Kepler-308,0,2,2,0,1,"[None, None]"
325,7220429,K01700.01,Kepler-931 b,14.471,Kepler-931,0,1,1,0,1,[None]
326,10027323,K01596.01,Kepler-309 b,15.157,Kepler-309,1,1,2,0,1,"[None, None]"
327,10004738,K01598.02,Kepler-310 d,14.279,Kepler-310,2,1,3,0,1,"[None, None, None]"
328,7522911,K01705.01,Kepler-1670 b,15.442,Kepler-1670,0,1,1,0,1,[None]
329,7626370,K01706.01,Kepler-932 b,14.131,Kepler-932,0,1,1,0,1,[None]
330,9597806,K01481.01,Kepler-860 b,15.455,Kepler-860,0,1,1,0,1,[None]
331,10004738,K01598.03,Kepler-310 b,14.279,Kepler-310,2,1,3,0,1,"[None, None, None]"
332,8230616,K01713.01,Kepler-316 c,15.224,Kepler-316,0,2,2,0,1,"[None, None]"
333,11402995,K00173.01,Kepler-481 b,13.844,Kepler-481,0,1,1,0,1,[None]
334,7747425,K01952.04,Kepler-341 e,14.601,Kepler-341,0,4,4,0,1,"[None, None, None, None]"
335,4813563,K01959.01,Kepler-1026 b,14.254,Kepler-1026,0,1,1,0,1,[None]
336,2985767,K02032.01,Kepler-1063 b,12.261,Kepler-1063,0,1,1,0,2,[None]
337,9790806,K02035.01,Kepler-1066 b,13.007,Kepler-1066,0,1,1,0,1,[None]
338,5375194,K01825.01,Kepler-964 b,13.895,Kepler-964,0,1,1,0,1,[None]
339,7449136,K01890.01,Kepler-1002 b,11.704,Kepler-1002,0,1,1,0,1,[None]
340,8680979,K01891.01,Kepler-330 c,15.261,Kepler-330,0,2,2,0,1,"[None, None]"
341,6949061,K01960.01,Kepler-343 b,14.128,Kepler-343,0,2,2,0,1,"[None, None]"
342,7269493,K01961.01,Kepler-1027 b,12.852,Kepler-1027,0,1,1,0,2,[None]
